benchmark,model,sample_id,n_units,keep_ratio,spearman_pre_post,kendall_pre_post,jaccard_topk,mean_edge_pre_keep_post_drop,mean_edge_post_keep_pre_drop,frac_high_edge_pre_keep_post_drop,frac_high_edge_post_keep_pre_drop,rank_shift_edge_rho,unit_grid_h,unit_grid_w
docvqa,Qwen/Qwen3-VL-8B-Instruct,57826,3864,0.25,-0.007246597261778371,-0.0026867421094705006,0.07512520868113523,1.1416405659935536,0.1737928313871511,1.0,0.4091456077015644,0.6270462414117441,112,138
docvqa,Qwen/Qwen3-VL-8B-Instruct,32894,6767,0.25,0.22092224035007008,0.14720189216187116,0.23413566739606126,0.3294869735386081,0.041296745597196385,0.8609523809523809,0.5133333333333333,0.19816447911377683,134,202
docvqa,Qwen/Qwen3-VL-8B-Instruct,283,3657,0.25,-0.08817255942294555,-0.05373931122905323,0.08422301304863583,0.9937835209496281,0.053002004212911284,1.0,0.23575129533678757,0.6983358889776684,138,106
docvqa,Qwen/Qwen3-VL-8B-Instruct,25386,4032,0.25,-0.03493066559163824,-0.023186623115300866,0.11751662971175167,0.5306543497059812,0.1349424450387991,1.0,0.2663316582914573,0.6095745532564923,144,112
docvqa,Qwen/Qwen3-VL-8B-Instruct,41828,3850,0.25,0.35886933090442147,0.24388323119064417,0.271645736946464,0.7847142075399738,0.13525333176202317,0.9782214156079855,0.4192377495462795,0.4678047160379742,140,110
docvqa,Qwen/Qwen3-VL-8B-Instruct,57372,3796,0.25,-0.12632214156888089,-0.07624172799145895,0.05915178571428571,0.8020197136564046,0.06988649252884482,1.0,0.3926453143534994,0.6635410195814562,146,104
docvqa,Qwen/Qwen3-VL-8B-Instruct,58445,3976,0.25,0.3160305569331466,0.20806170355466128,0.26947637292464877,0.20726007928785223,0.08950272179208696,0.8636363636363636,0.5332167832167832,0.19350950704561454,142,112
docvqa,Qwen/Qwen3-VL-8B-Instruct,32878,4032,0.25,0.22673538447277522,0.15165442471481125,0.21081081081081082,0.28602789472533413,0.08053741106746472,0.8401826484018264,0.6149162861491628,0.12263961319105159,144,112
docvqa,Qwen/Qwen3-VL-8B-Instruct,1022,3710,0.25,0.06505634359333165,0.04089652420386153,0.1021377672209026,0.9319218040971213,0.06512511744202348,1.0,0.2804232804232804,0.5602852483888351,140,106
docvqa,Qwen/Qwen3-VL-8B-Instruct,16839,3657,0.25,0.03844144625514814,0.02518371179157869,0.12561576354679804,1.2268151984248363,0.9778438844660882,0.45774647887323944,0.4732394366197183,0.33198298978752044,138,106
docvqa,Qwen/Qwen3-VL-8B-Instruct,16463,3551,0.25,0.2987266788090842,0.20182288764209294,0.2786177105831533,0.57413305031888,0.09766354930949517,0.9181636726546906,0.30538922155688625,0.36530385190587217,106,134
docvqa,Qwen/Qwen3-VL-8B-Instruct,57417,3975,0.25,-0.08711287238301658,-0.05530768649828129,0.06026666666666667,0.7360813776697122,0.04487288185010139,1.0,0.492622020431328,0.44637792722147457,150,106
docvqa,Qwen/Qwen3-VL-8B-Instruct,16429,3657,0.25,0.44919930268436725,0.31300965819720483,0.37547027840481567,0.5206175222134302,0.08727899507835812,0.8771084337349397,0.27228915662650605,0.4381961000511397,138,106
docvqa,Qwen/Qwen3-VL-8B-Instruct,57822,3864,0.25,-0.007246597261778371,-0.0026867421094705006,0.07512520868113523,1.1416405659935536,0.1737928313871511,1.0,0.4091456077015644,0.6270462414117441,112,138
docvqa,Qwen/Qwen3-VL-8B-Instruct,41799,3657,0.25,0.3470709077880283,0.23413856211848855,0.3029223093371347,0.501882261413528,0.035777369207922315,0.852760736196319,0.1390593047034765,0.3766054510406396,138,106
docvqa,Qwen/Qwen3-VL-8B-Instruct,58334,3710,0.25,0.4160593965690595,0.28862315344932915,0.35871156661786235,0.6076638422395819,0.19158608279552497,0.8287671232876712,0.3995433789954338,0.44148173014728825,140,106
docvqa,Qwen/Qwen3-VL-8B-Instruct,58303,3657,0.25,0.29058389732638296,0.19878910886083295,0.3362573099415205,0.49609334270641264,0.040451057207573714,0.8149779735682819,0.09030837004405286,0.37860261642012216,106,138
docvqa,Qwen/Qwen3-VL-8B-Instruct,58439,3780,0.25,-0.06714488236233734,-0.03950809461674761,0.07938320959451742,0.9518238962731941,0.03363621667370942,1.0,0.18238213399503722,0.6918751136041705,140,108
docvqa,Qwen/Qwen3-VL-8B-Instruct,60407,3604,0.25,0.2153493508553678,0.1412718225229832,0.24965325936199723,0.4097152646290868,0.002330149557305429,0.8909426987060998,0.08687615526802218,0.4089016605310886,136,106
docvqa,Qwen/Qwen3-VL-8B-Instruct,49323,3905,0.25,0.39887578431176274,0.2735106233017931,0.2634304207119741,0.44598411921876596,0.19046293832819994,0.9859402460456942,0.48154657293497366,0.3255765894524039,110,142
